Log file open, 02/18/23 16:47:28
[2023.02.18-22.47.29:308][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.02.18-22.47.29:308][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.02.18-22.47.29:308][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.02.18-22.47.29:310][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.02.18-22.47.29:310][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.02.18-22.47.29:310][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.18-22.47.29:310][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.02.18-22.47.29:330][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.02.18-22.47.29:330][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.18-22.47.29:330][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.02.18-22.47.29:337][  0]LogDerivedDataCache: Speed tests for C:/Users/Randall/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.02.18-22.47.29:337][  0]LogDerivedDataCache: Display: Performance to C:/Users/Randall/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.04ms. RandomReadSpeed=1860.49MBs, RandomWriteSpeed=183.52MBs. Assigned SpeedClass 'Local'
[2023.02.18-22.47.29:338][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Randall/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.02.18-22.47.29:338][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.02.18-22.47.29:338][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.02.18-22.47.29:338][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.02.18-22.47.29:338][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.02.18-22.47.29:339][  0]LogShaderCompilers: Guid format shader working directory is 9 characters bigger than the processId version (C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/Shaders/WorkingDirectory/25780/).
[2023.02.18-22.47.29:339][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/Randall/AppData/Local/Temp/UnrealShaderWorkingDir/33FF21F7445ECE2018A36C9480905FC7/'.
[2023.02.18-22.47.29:339][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.02.18-22.47.29:339][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 9 workers.
[2023.02.18-22.47.30:221][  0]LogShaderCompilers: Display: Compiling shader autogen file: C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.02.18-22.47.30:222][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.02.18-22.47.30:222][  0]LogShaderCompilers: Display: Shader autogen file written: C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.02.18-22.47.30:229][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM5 (0)
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: ---
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: ---
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.02.18-22.47.30:390][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.02.18-22.47.32:186][  0]LogSlate: Using FreeType 2.10.0
[2023.02.18-22.47.32:186][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.02.18-22.47.32:219][  0]LogAssetRegistry: FAssetRegistry took 0.0088 seconds to start up
[2023.02.18-22.47.32:225][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.02.18-22.47.32:437][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.02.18-22.47.32:578][  0]LogAssetRegistry: Error: Package C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Content/LearningKit_Games/MaterialLibrary/Static/T_EnvTile_MetalBrushed_N.uasset has malformed tag
[2023.02.18-22.47.32:578][  0]LogAssetRegistry: Error: Package C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Content/LearningKit_Games/MaterialLibrary/Static/T_EnvTile_MetalGalvanized_BC.uasset has malformed tag
[2023.02.18-22.47.32:869][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: Available device profiles:
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC238BF000][00000AAC202AA800 52] GlobalDefaults, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD0800][00000AAC2018A000 52] Windows, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD0A00][00000AAC20182800 52] WindowsEditor, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD1400][00000AAC19B4C800 52] WindowsServer, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD0200][00000AAC2018C800 52] WindowsClient, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD1800][00000AAC23F80000 52] IOS, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD0C00][00000AAC23F85000 52] iPadAir2, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD2E00][00000AAC23F8A000 52] IPadPro, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD2A00][00000AAC23F87800 52] iPadAir3, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD1A00][00000AAC23F8C800 52] iPadAir4, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD2600][00000AABF9B62800 52] iPadAir5, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD1E00][00000AAC23FF0000 52] iPadMini4, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD2200][00000AAC23FF5000 52] iPadMini5, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD0E00][00000AAC23FF7800 52] iPadMini6, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD4C00][00000AAC23F82800 52] iPhone6S, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD4E00][00000AAC23FFC800 52] iPhone7, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD3800][00000AAC23FFA000 52] iPodTouch7, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD4A00][00000AAC23FB0000 52] iPhone6SPlus, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD1C00][00000AAC23FB5000 52] iPhone7Plus, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD0000][00000AAC23FB7800 52] iPhoneSE, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD3A00][00000AAC23FBA000 52] iPhone8, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD4600][00000AAC23FBC800 52] iPhone8Plus, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD1600][00000AAC23FF2800 52] iPhoneX, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD4400][00000AAC24290000 52] iPhoneXS, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD0600][00000AAC24295000 52] iPhoneXSMax, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD3400][00000AAC24297800 52] iPhoneXR, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD3200][00000AAC2429A000 52] iPhone11, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD2800][00000AAC2429C800 52] iPhone11Pro, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD3600][00000AAC23FB2800 52] iPhone11ProMax, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD3E00][00000AAC242A0000 52] iPhoneSE2, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD2C00][00000AAC242A5000 52] iPhone12Mini, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD4000][00000AAC242A7800 52] iPhone12, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD0400][00000AAC242AA000 52] iPhone12Pro, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD5000][00000AAC242AC800 52] iPhone12ProMax, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD3000][00000AAC24292800 52] iPhone13Mini, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD3C00][00000AAC242B0000 52] iPhone13, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD1200][00000AAC242B5000 52] iPhone13Pro, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD5800][00000AAC242B7800 52] iPhone13ProMax, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD2400][00000AAC242BA000 52] iPhoneSE3, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD5A00][00000AAC242BC800 52] iPhone14, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD5E00][00000AAC242A2800 52] iPhone14Plus, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD6000][00000AAC242C0000 52] iPhone14Pro, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD5200][00000AAC242C5000 52] iPhone14ProMax, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD5400][00000AAC242C7800 52] iPadPro105, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD2000][00000AAC242CA000 52] iPadPro129, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD6800][00000AAC242CC800 52] iPadPro97, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD1000][00000AAC242B2800 52] iPadPro2_129, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD6A00][00000AAC23FC0000 52] iPad5, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD6E00][00000AAC23FC5000 52] iPad6, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD7000][00000AAC23FC7800 52] iPad7, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD6200][00000AAC23FCA000 52] iPad8, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD6400][00000AAC23FCC800 52] iPad9, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD4200][00000AAC242C2800 52] iPad10, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD7800][00000AAC242F0000 52] iPadPro11, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD4800][00000AAC242F5000 52] iPadPro2_11, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD7A00][00000AAC242F7800 52] iPadPro3_11, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD7E00][00000AAC242FA000 52] iPadPro4_11, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD8000][00000AAC242FC800 52] iPadPro3_129, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD7200][00000AAC23FC2800 52] iPadPro4_129, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD7400][00000AAC24300000 52] iPadPro5_129, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD5600][00000AAC24305000 52] iPadPro6_129, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD8800][00000AAC24307800 52] AppleTV, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD5C00][00000AAC2430A000 52] AppleTV4K, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD8A00][00000AAC2430C800 52] AppleTV2_4K, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD8E00][00000AAC242F2800 52] TVOS, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDA000][00000AAC24312800 52] Mac, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDA200][00000AAC24310000 52] MacEditor, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD8C00][00000AAC24317800 52] MacClient, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD9200][00000AAC2431A000 52] MacServer, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDAA00][00000AAC24302800 52] Linux, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD8600][00000AAC2431C800 52] LinuxEditor, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD9000][00000AAC24320000 52] LinuxArm64Editor, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD9E00][00000AAC24325000 52] LinuxArm64, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD8200][00000AAC24327800 52] LinuxClient, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD9A00][00000AAC2432A000 52] LinuxArm64Client, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD7600][00000AAC2432C800 52] LinuxServer, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD6600][00000AAC24315000 52] LinuxArm64Server, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD6C00][00000AAC24330000 52] Android, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD9400][00000AAC24335000 52] Android_Preview_OpenGL, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDA400][00000AAC24337800 52] Android_Preview_Vulkan, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDAC00][00000AAC2433A000 52] Android_Low, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDB000][00000AAC2433C800 52] Android_Mid, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD8400][00000AAC24322800 52] Android_High, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDAE00][00000AAC242D0000 52] Android_Default, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD9800][00000AAC242D5000 52] Android_Adreno4xx, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDB800][00000AAC242D7800 52] Android_Adreno5xx_Low, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD9C00][00000AAC242DA000 52] Android_Adreno5xx, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDBA00][00000AAC242DC800 52] Android_Adreno6xx, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDBE00][00000AAC24332800 52] Android_Adreno6xx_Vulkan, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDC000][00000AAC242E0000 52] Android_Adreno7xx, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDB200][00000AAC242E5000 52] Android_Adreno7xx_Vulkan, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDB400][00000AAC242E7800 52] Android_Mali_T6xx, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD7C00][00000AAC242EA000 52] Android_Mali_T7xx, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDC800][00000AAC242EC800 52] Android_Mali_T8xx, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FD9600][00000AAC242D2800 52] Android_Mali_G71, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDCA00][00000AAC24340000 52] Android_Mali_G72, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDCE00][00000AAC24345000 52] Android_Mali_G72_Vulkan, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDD000][00000AAC24347800 52] Android_Mali_G76, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDC200][00000AAC2434A000 52] Android_Mali_G76_Vulkan, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDC400][00000AAC2434C800 52] Android_Mali_G77, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDA800][00000AAC242E2800 52] Android_Mali_G77_Vulkan, 
[2023.02.18-22.47.32:869][  0]LogDeviceProfileManager: 	[00000AAC23FDD800][00000AAC24350000 52] Android_Mali_G78, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDA600][00000AAC24355000 52] Android_Mali_G78_Vulkan, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDDA00][00000AAC24357800 52] Android_Mali_G710, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDDE00][00000AAC2435A000 52] Android_Mali_G710_Vulkan, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDE000][00000AAC2435C800 52] Android_Xclipse_920, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDD200][00000AAC24342800 52] Android_Xclipse_920_Vulkan, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDD400][00000AAC24360000 52] Android_Vulkan_SM5, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDB600][00000AAC24365000 52] Android_PowerVR_G6xxx, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDE800][00000AAC24367800 52] Android_PowerVR_GT7xxx, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDBC00][00000AAC2436A000 52] Android_PowerVR_GE8xxx, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDDC00][00000AAC2436C800 52] Android_PowerVR_GM9xxx, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDF000][00000AAC24352800 52] Android_PowerVR_GM9xxx_Vulkan, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDE600][00000AAC24370000 52] Android_TegraK1, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDFA00][00000AAC24375000 52] Android_Unknown_Vulkan, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDE200][00000AAC24377800 52] Oculus_Quest, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDF400][00000AAC2437A000 52] Oculus_Quest2, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: 	[00000AAC23FDCC00][00000AAC2437C800 52] HoloLens, 
[2023.02.18-22.47.32:870][  0]LogDeviceProfileManager: Active device profile: [00000AAC23FD0A00][00000AAC20182800 52] WindowsEditor
[2023.02.18-22.47.32:870][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2023.02.18-22.47.32:870][  0]LogShaderCompilers: Display: Compiling shader autogen file: C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.02.18-22.47.32:870][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.02.18-22.47.32:870][  0]LogShaderCompilers: Display: Shader autogen file written: C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.02.18-22.47.32:873][  0]LogTurnkeySupport: Turnkey Platform: Android: (Status=Invalid, Allowed_Sdk=r25b, Current_Sdk=, Allowed_AutoSdk=r25b, Current_AutoSdk=, Flags="Platform_InvalidHostPrerequisites", Error="Android Studio is not installed correctly.|Android SDK directory is not set correctly.")
[2023.02.18-22.47.32:873][  0]LogTurnkeySupport: Turnkey Platform: IOS: (Status=Invalid, MinAllowed_Sdk=1100.0.0.0, MaxAllowed_Sdk=1499.0, Current_Sdk=, Allowed_AutoSdk=13.3, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.02.18-22.47.32:873][  0]LogTurnkeySupport: Turnkey Platform: Linux: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.02.18-22.47.32:873][  0]LogTurnkeySupport: Turnkey Platform: LinuxArm64: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.02.18-22.47.32:873][  0]LogTurnkeySupport: Turnkey Platform: Win64: (Status=Invalid, MinAllowed_Sdk=10.0.00000.0, MaxAllowed_Sdk=10.9.99999.0, Current_Sdk=, Allowed_AutoSdk=10.0.18362.0, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.02.18-22.47.32:876][  0]LogTurnkeySupport: Running Turnkey device detection: ' -ScriptsForProject="C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/虚幻学习工具包.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/TurnkeyReport_1.log" -log="C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/TurnkeyLog_1.log" -project="C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/虚幻学习工具包.uproject"  -Device=Win64@DESKTOP-5J2S4LN'
[2023.02.18-22.47.32:876][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""E:/EpicGames/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/虚幻学习工具包.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/TurnkeyReport_1.log" -log="C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/Intermediate/TurnkeyLog_1.log" -project="C:/Users/Randall/Desktop/新建文件夹 (5) 5.1/虚幻学习工具包.uproject"  -Device=Win64@DESKTOP-5J2S4LN" -nocompile -nocompileuat ]
[2023.02.18-22.47.33:106][  0]LogTexture: Display: Oodle Texture Encode Speed settings: Fast: RDO Off Lambda=0, Effort=Normal Final: RDO Off Lambda=0, Effort=Normal
